ACCNUM	ENTREZID
EAA01249	1281423
EDO63734	1276446
XP_309096	1270372
EGK97201	1274700
XM_312574	1273581
XM_317988	1278400
XP_001688509	5667193
XM_003437117	5666799
XM_312886	1273860
EAA10363	1275838
EAA11642	1276380
EAA06713	1271844
XP_003437072	11175808
XP_317763	1278211
XM_311292	1272346
XM_320670	1280803
XM_316475	1277047
XP_001688038	5667231
XP_556948	3290133
EAA43308	1280681
XP_559677	3292001
Q7PN40	1278192
XP_311260	1272314
XM_001688601	1276083
EAA06003	1271593
Q7PQT4	1273773
EAA10798	1276487
XM_316799	1277431
EAA11344	1277163
XM_310813	1271952
EAA12694	1277888
EAA03302	1268924
XP_316195	1276804
EAA03722	1269284
XM_314995	1275711
EAU76138	4578338
XM_003436572	1271530
XM_316104	1276726
EAL40511	4576857
XP_320012	1280190
XP_319905	1280102
XP_001237115	4576190
EDO63674	1276186
XP_312342	1273375
Q7QIT0	1270051
XM_003436662	11175880
EAA07621	1273042
XP_001688662	5667157
XM_312602	1273607
XP_319937	1280130
XP_317553	1278027
EAL42087	3292288
EAA11061	1276571
XP_558148	3291128
EAA43658	1278917
XM_003436355	11175995
EAA10212	1275616
EGK96523	11175970
XM_320585	1280723
XM_319765	1279976
XM_317268	1277771
XM_311348	1272398
Q7PS90	1271472
XP_308094	1269454
XM_003437135	11175932
XP_306733	1268175
XP_001689026	5668096
EAU77587	4576287
EDO63692	1276273
XP_003436285	1273077
XP_319829	1280035
EGK97577	3290476
XP_321355	1281444
EAL41359	3292001
EAA06792	1272421
XM_313748	1274602
EAA00684	1280718
XP_003436971	11175998
XM_001688541	5668137
XM_307830	1269219
XP_552142	3291502
XP_316030	1276660
EAA05203	1270654
XP_003435900	11175687
Q7Q4H8	1277574
XP_556085	3289968
XP_564960	3290331
EAL42096	3292480
XM_320199	1280463
EGK97029	1274092
EAA03812	1269359
XP_314893	1275626
XP_315852	1276495
EAU75761	4577927
XM_003436596	11175769
XM_318504	1278859
XM_311511	1272602
EAA00412	3291433
XM_321891	3290449
Q7Q9U9	1274855
EAA13948	1279654
XP_564375	4577824
EAA08092	1273342
EGK97292	11175982
XM_001230983	3289925
XP_317185	1277701
XP_310879	1272014
EAU77606	4576491
XP_312117	1273165
Q7PMA7	1279355
EAA10189	1275446
XM_003435939	11175689
EAA12438	1278042
EAL42184	3292511
XM_315964	1276601
XM_552275	3291462
EAA09471	1274814
EAA13759	1278918
XP_308627	1269972
XM_315245	1275951
XP_313353	1274260
XM_003436739	1274480
XP_317568	1278041
XP_003436035	1281364
EAU77401	4578181
XP_308602	1269948
XM_309132	1270435
EAA09095	1274652
XP_313688	1274548
XM_316883	1277420
XP_307877	1269258
EAU76407	4578291
XM_309839	1271093
XM_315000	1275716
XM_001687881	5667032
XP_309827	1271081
EAL40211	3289882
EGK97385	1281377
XP_001688836	1276916
XM_317576	1278048
EAU76758	4577777
EAA11190	1277000
XM_310270	1271472
XP_306070	1267513
XP_321016	1281079
EAA12932	1278279
EAL41476	1271055
EAA04275	1269830
EAA11575	1276893
XM_315204	1275916
EAA12786	1277992
EDO64052	1274857
XP_001687765	5666829
EAA14498	1279159
Q5TQ91	3291726
XM_001230738	1271434
XM_306324	1267767
XM_003436129	11175596
XM_001689143	1279848
EAA06445	1271995
EAA05699	1271212
EAA08967	1274187
EAA00367	1280834
EAA01787	1281936
XP_318490	1278851
EDO64751	5667144
XP_559704	3291991
Q7QGR9	4577660
XM_001688231	5667600
EAL42074	3292474
XM_003435791	11175818
XM_318388	1278762
XM_313869	1274708
XP_309956	1271206
XP_307910	1269288
EDO63373	1279848
XP_309677	1270942
EAL38695	3291552
XP_001237540	4577435
XP_310011	1271251
XM_001237452	4576964
XM_312269	1273304
EAA12486	1277813
Q7PN27	1277558
Q7PP60	1276294
XM_307960	1269336
EDO63596	5668226
XM_315692	1276355
EAL41376	3291986
XM_003436540	11175891
Q7Q0B9	1280335
XM_003435867	11175729
XM_556684	3290086
XM_321885	1281910
EAL40449	1274739
XP_312902	1273873
XM_315148	1275861
XM_310633	1271779
Q7PVP3	1280181
XP_314685	1275441
XM_001231094	4576567
EAA09311	1274936
EAU76705	4578126
XP_001689172	5668088
EAA14082	1279353
XP_001688560	5667364
XM_313636	1274501
Q7PR28	1272917
XM_311140	1272256
XP_312380	1273406
XP_310921	1272053
XM_001237570	4577788
XP_001689207	5668195
XM_316106	1276728
XP_001688546	5667391
XP_001230458	4397659
XP_313032	1273975
XM_317638	1278101
XM_310580	1271730
EAA11408	1277286
XP_310833	1271971
EDO63740	1276484
XM_318907	1279218
XM_003436952	1271782
EAA11767	1276252
XP_318926	1279234
XP_001688929	5667122
XM_003435767	11175645
XM_310585	1271735
XM_308719	1270057
XM_320749	1280879
EAA14737	1280050
XP_319633	1279854
XP_311060	1272179
XM_310416	1271594
XM_001688102	3290216
XM_321446	1281523
EAA04354	1270274
XM_001230447	4578447
XM_321937	1281950
EGK96729	1273078
XP_550846	3290537
XM_318819	1279145
EDO63829	1276869
XP_313929	1274737
XM_001688426	1274747
XP_320892	1281017
EDO63410	1278948
XM_001689200	5667999
EAA00048	1280906
XP_319448	1279681
XM_318099	1278500
EAA04824	1270373
XP_003435770	11175741
XM_001230574	4577752
XP_320189	1280344
XM_321371	1281459
XP_003436621	1271533
XM_306965	1268406
EAA13850	1279348
EAA15133	1280021
XP_316942	1277470
XM_308512	1269860
XM_001238122	4578370
XM_320047	1280219
XM_556332	3290023
XP_316432	1277010
EDO64331	5666756
EAL39149	1279080
EAA11862	1276806
XM_311969	1273029
XM_318756	1279086
XM_311485	1272576
EGK96235	1269496
XM_313696	1274555
EDO63738	1276476
EAL40887	3290645
EDO63603	5668204
XP_314010	1274806
XP_308379	1269730
XP_320963	1281032
XP_561417	3292631
XP_566006	1271881
XP_312592	1273599
XP_003436955	11175616
XP_311557	1272656
XP_320686	1280819
EAA12467	1277751
XP_551404	3290473
XM_319087	1279371
XP_309855	1271109
XP_321636	1281686
XP_003436454	1275027
XM_001689253	5667640
XP_564818	3290365
XM_315732	1276389
Q7Q4F3	1277609
XM_314670	1275417
XM_558527	3289904
XP_003436409	1273824
XP_313445	1274338
EAA04958	1270410
XM_322041	1282046
XP_312638	1273637
XM_003436138	11175516
XP_312266	1273301
Q7PLX8	1279769
EGK96808	3290667
XM_003436925	1271925
XM_319795	1280001
EDO64777	5667281
EAA09284	1274693
XM_320536	1280675
XP_564170	3291293
EGK96397	1271608
EAA43430	1280219
EAA44123	1276643
XM_309647	1270920
XP_559097	3291072
XM_315665	1276332
XM_308614	1269960
XM_310243	1271447
XP_314669	1275416
XP_310144	1271365
EAA01192	1281863
EAA08904	1274271
Q7Q3D7	1278132
EDO64252	5667693
EAA43398	5668107
EAU75757	4577524
XP_001689147	5668117
Q7PQG7	1274256
XM_312799	1273785
XP_553694	3292076
XP_311000	1272122
XP_309358	1270643
XM_317369	1277863
XM_322056	1282055
EAA12921	1278087
XP_306815	1268257
XP_312996	1273942
EAA05443	1271111
XP_313783	1274632
XP_320409	1280557
EAL40867	3290665
XM_001237048	4576345
XM_316449	1277026
XP_320926	1281381
XM_307378	1268809
XP_001237655	4576439
XM_003436896	1272027
XP_317581	1278053
XP_317284	1277787
XM_557683	1275412
EAA45417	1269831
XP_001688896	5667218
EAL41033	3291077
XM_310988	1272111
XM_313478	1274368
XP_558539	3289907
EDO64760	1270178
EAA11570	1276495
XM_565178	3290291
EAA01747	1281736
XM_319438	1279671
XP_557804	3291776
XP_321819	1281853
EAA13013	1278306
XM_001689262	5667676
XM_003435820	1281629
XM_312335	1273368
XP_320644	1280778
XP_315547	1276229
XM_308942	1270261
XM_001238491	4577376
XP_001688690	5666842
XM_555903	3289780
XM_312784	1273771
XM_307500	1268924
XP_318810	1279135
Q7QFX8	1271525
XP_317573	1278045
XP_313113	1274049
XM_560403	1279993
EGK96504	11175536
XM_001237744	4576286
XP_307997	1269368
EAU76543	4576203
EAA14026	1279344
XP_001689088	5667357
XP_003436513	11175551
EDO63402	5668092
XP_001237595	4578122
XP_001688569	5668378
EAA05206	1270675
XP_550805	3290543
EAA45010	1272645
EAA06490	1272070
XM_313571	1274447
XM_321795	1281830
EAA07632	1273368
XM_309020	1270335
XM_316679	1277233
XM_003436365	1273833
XP_001688731	1276476
XM_318375	1278750
EAA13886	1279029
XP_001688080	1270105
XP_003435909	1281476
EAL40154	1275981
EAA03301	1268923
XM_001688844	5667218
XP_309857	1271111
XM_001688812	1276998
EAA00569	5667962
EAA44225	1277032
XM_313126	1274061
XP_309109	1270410
XM_320432	1280579
EAA07915	1272943
XM_318436	1278803
EGK96749	11175817
EAA06289	1271674
XM_317894	1278280
XP_001237342	4576098
XM_003435735	11176119
EAA44942	1273550
EAA13882	1279425
XM_309300	1270590
XM_315648	1276317
XM_316142	1276757
EAU75760	1280346
XM_001688181	5667826
XM_321583	1281637
XP_320705	1280838
XM_003436924	1271935
EDO63847	5667043
XM_312147	1273193
XP_001237438	4577185
EAA13243	1278482
Q7PKR9	1281593
EAA08833	1274241
XM_316196	3290113
Q7PS21	1271856
EAA11052	1276556
XM_318236	1278616
XP_554779	3291332
XM_319407	1279643
XP_315853	1276496
XM_313145	1274077
XP_317229	1277739
XP_317820	1278365
EAA11857	1276296
XM_313293	1274206
Q7QIV1	1270014
XP_308935	1270254
EAA05239	1270607
XP_001237584	4578315
Q7Q2C4	1278737
EDO63572	5668294
XM_552624	3291390
EAA11421	1276228
EGK97645	11175514
EAA04607	1269694
Q7Q835	1275682
XM_003436395	1275006
XP_309839	1271093
XP_564508	1269515
EAU77896	4578448
XM_314557	1275319
EAU76756	4577761
EAU76712	4578101
XP_314990	1275706
XP_001688789	1276784
EAA07894	1272938
EAU76120	4578313
Q7QFY5	1271513
EAA00456	1280623
XM_320718	1280851
EAA12343	1278214
Q7QJ23	1269918
XP_312228	1273267
XP_310504	1271649
EAA02896	1268523
XM_315182	1275897
EAA04233	1270172
XP_309445	1270726
XM_320141	1280301
EAA10907	1276656
EAA12380	1277829
EAA15099	1280253
XM_003437132	1270523
XP_312084	1273132
XP_558523	3289903
EAA01000	1281143
XP_319260	1279532
EAA00305	1280603
XM_001688722	1276690
EDO64571	5666886
XM_001687733	5668414
XM_310643	1271789
XM_001230812	4577851
XP_307212	1268650
XP_309933	1271184
XM_315763	1276420
XP_320455	1280600
EAA07526	1273646
XM_310537	1271677
XM_003435891	1281318
XP_001689070	1278390
XM_313939	1274747
EAL38691	3291557
XP_003435858	11175747
XM_310402	1271580
EAA45347	1270784
EAA12295	1277709
XP_003436986	1271827
XM_309689	1270953
XM_001688657	5667340
XM_316223	1276831
XP_320054	1280225
XM_316935	1277464
XM_312591	1273598
EAA03853	1269442
XP_319247	1279519
EAA00193	1280528
XP_552458	3291431
XM_310715	1271860
XP_320328	1280482
XM_003436359	11175666
XM_001688077	5667280
XM_317585	1278055
Q7QIE2	1270263
EAA04708	1270297
XM_316497	1277067
XM_003435734	1281943
XP_003437188	4575976
XM_001238133	4578368
EAA00366	1280367
XP_553285	3290799
XP_311439	1272526
XP_311959	1273021
EAA12565	1277840
Q5TN02	3291512
EAA00129	1267698
XP_562955	3290763
XM_314036	1274829
EAA05796	1271279
EAL39489	3291332
XP_001237953	4578213
XM_558892	1272811
XM_319733	1279946
XM_003436876	11175540
EAU75633	4577161
XM_001688028	1270105
EAL38602	1281765
XP_001230338	4397860
Q7PWF1	1279950
EAA08395	1273871
XM_001687973	5667162
EAA05378	1270884
EDO64039	1275121
EAA03352	1268980
XM_314179	1274977
EAA11002	1276734
XM_003436260	1273050
XP_003435821	11175883
XP_001238048	4578032
XM_001237687	4576193
XM_310497	1271643
XP_312151	1273197
EAA06131	1272226
XP_314536	1275298
XM_003435782	4577187
XP_001688771	5666878
XP_003437010	1271742
XM_562408	4577300
EGK96556	1272442
XM_317503	1277983
XM_317194	1277708
XM_321063	1281125
EAA03656	1269409
XM_318122	1278521
XP_317775	1278220
XM_001688955	5668296
XM_309884	1271136
EAU75828	4577579
XP_321031	1281094
EAA08427	1273803
XP_309236	1270530
XM_313704	1274563
XM_003435763	1281808
XM_320048	1280219
EAA11400	1277221
XM_003435784	1281739
XM_001688422	1274795
XM_316147	1276762
EAA09697	1275114
XM_317016	1277548
EAU76915	4576955
XM_313558	1274434
XP_321942	1281955
XM_001687842	5667096
XP_001689008	5668295
XP_317620	1278083
XP_001689303	5667642
XP_311423	1272509
EAA00787	1280384
XM_318880	1279198
XM_319527	1279773
XP_001688214	5667801
XM_001688002	5667347
XM_001687865	5666870
XM_312163	1273208
XP_320637	1280771
XM_001230799	4577919
XM_001230552	4397759
EDO64149	5667763
EAL42148	3292496
EAL41301	3289605
XP_307927	1269305
Q7PRV8	1271980
Q7PHG6	1274959
EAA05139	1270757
XM_003436926	11175580
XP_001238256	4577714
XP_313279	1274193
XM_554247	3291168
XM_315178	1275894
XM_001230693	4577960
EGK96652	11175761
EAA03650	1269229
XM_001688577	5668385
XP_552786	1279874
XM_552528	3291416
XM_310209	1271422
XP_003436973	1271925
XM_308081	1269440
EAA09977	1275246
XP_310088	1271315
XM_003436253	11175691
XP_315412	1276103
EGK97209	11175845
XP_315463	1276153
XP_316183	1276793
EAA03024	1268847
XP_001237651	1276074
XP_003436633	1271586
EAU76182	4577298
XM_560645	3292484
XM_311488	1272579
XP_001689290	5667839
XP_001689314	5667676
EAA10382	1275831
XP_312703	1273684
XM_310172	1271389
XP_559913	3291371
XP_312241	1273279
XM_311854	1272929
EDO63621	5668276
XM_316306	1276899
EAA07947	1273488
Q7Q6P9	1276405
XP_557912	4578045
XP_001237643	4577471
XM_001688314	5667682
EDO63431	1279218
XP_319960	1280150
XM_001238156	4578217
XP_560174	3289797
XM_001688552	5667389
Q7Q211	1278893
XM_317325	1277821
XP_313095	1274035
XM_315075	1275799
XP_565101	3290304
XM_316522	1277089
XM_564295	3291270
XP_001688460	5667671
XM_001687939	5667050
XM_317093	1277619
XM_003435921	11175626
XP_316123	1276744
XP_561559	3292662
XM_003436762	1274580
EGK96969	1273825
XP_003436522	1274206
XM_312355	3290641
XM_317241	1277750
XP_309590	1270890
XM_311867	1272942
EAA01977	1268275
XP_308871	1270193
XP_319974	1280159
XP_001238454	4577118
XP_001688404	5667751
EAA13293	1278489
EAA12398	1277791
XP_319791	1279997
EAA14693	1280117
XP_310979	1272103
XM_320701	1280834
EGK96761	1273145
XP_561500	3292648
EAL39074	3291928
EAA03560	1269190
XP_001230611	4397720
EGK96860	11175564
EAA06507	1271969
XP_310034	1271274
EAA11059	1276274
XP_309125	1270439
EAL41928	3290258
XP_319994	1280175
XM_313192	1274115
XP_559348	4576002
XP_003437039	1271643
XP_001231126	4576145
XP_310217	1271429
EGK96702	1273037
XM_315356	1276051
XM_310941	1272071
EAA11830	1276265
XP_554538	3289853
XM_001689211	5667973
XP_551892	3291547
XM_313815	1274661
EAA00547	1280784
XP_318878	1279196
EDO64862	5668412
XM_559093	3291074
XP_319727	1279940
XP_003436761	11176052
XP_552497	3291425
XP_001687923	5666885
XM_001237357	4576067
XM_321792	1281827
EAA13586	1278795
EAA07119	1272633
EAU76451	4576341
XP_311266	1272320
EAA04644	1269779
EAA12856	1277989
EAU77149	4576878
EAU76478	4576742
XP_308488	1269837
XP_316437	1277015
XM_320579	1280717
XM_314710	1275463
EAL39480	3291340
XM_001688073	5667273
XM_001238458	4577132
EAL40220	3291745
Q7PPU8	1275117
EDO63549	5668191
EAA14036	1279357
EAA14650	1279756
EAL40906	1273458
XP_320967	1281034
XP_312652	1273650
EAA06760	1272205
XP_562811	3290734
EDO64834	5668368
XP_318978	1279280
XM_001687835	5667034
XM_560488	3290789
EAA09861	1275337
XM_317521	1278000
EDO63342	5667954
EAA13019	4577495
XP_310666	1271812
XP_308822	1270150
XP_001688675	5666939
XP_003436037	1281345
XM_308260	1269617
XM_001230401	4397815
XM_554781	1278254
EGK96169	11175953
XM_315187	1275901
EAA10777	1276888
EDO64247	1273614
EAA12213	1278117
XM_310745	1271890
EAA04096	1270158
EAA13278	1278428
EAA14176	1279143
XP_559096	3291070
XM_564450	3291240
XM_001688538	5668154
EAA04267	1269838
XP_308620	1269965
XM_554872	3291302
EAL38766	3291503
Q7Q5G0	1277067
XM_310961	1272088
XM_319624	1279847
XM_307967	1269343
XP_003436863	1275942
XP_310494	1271642
EGK96297	11175935
EAU76755	4577813
XP_320647	1280781
XM_315571	1276249
XM_316898	1277483
XP_557985	3291819
XM_318144	1278538
XP_311501	1272593
EAA09600	1275010
EAA04833	1270439
XM_310684	1271830
XM_308383	1269734
XP_001688577	5668014
XM_003435693	11175977
XM_314906	1275639
EAL42160	3292501
EAA05749	1271247
XM_317999	1278414
XP_318984	1279285
EAA10205	1275613
EAA09379	1274894
XP_001687931	5666979
Q7Q088	1280377
XM_318508	1278863
XP_318279	1278674
EAA12050	1277427
EAA06885	1272350
EAA00893	1281582
EAA11672	1276693
XM_321481	1281556
XM_003436304	4577135
EAA09086	3291034
XP_307890	1269263
EAA01152	1281168
XP_310252	1271454
XM_003435826	11175893
XM_003436853	11175446
XM_001687738	5668349
EAA14148	5668088
XM_312264	1273299
EAA04177	1270270
XP_554935	3291732
XM_315391	1276083
EDO64555	5667326
EGK96322	1270886
EAA11572	1276907
XP_001688606	5667388
XM_317765	1278213
XP_311082	1272201
EAA14796	1279818
XP_003436508	11175584
EAA14959	1280130
XM_316396	1276976
XM_556553	3290069
EAA11202	1277040
XM_316741	1277298
XP_001230688	4578170
XM_003436588	11175905
XP_001237266	4575968
XM_558416	1274739
EAA09485	1274953
XP_315100	1275821
XP_003436677	11176157
XM_321987	1281996
XP_553983	3292124
EAA00248	1280719
EAA14438	1279298
XP_309656	1270927
XM_315962	1276599
XM_320094	1280263
EAA11039	1276042
XM_309512	1270791
XP_003436595	11175866
EAA00381	1280390
XP_309312	1270600
EAL40350	3291116
EAA43265	1282046
XM_313853	1274696
XM_001230824	4576965
EAL38880	3291422
XM_001688644	1276313
EAA45281	1271301
XP_001230511	4578462
EAA07505	1273632
XP_560814	3292496
EAU76941	4397582
XM_554332	3290937
Q7Q496	1277686
EDO63606	5668182
XM_322013	1282018
EGK97654	11175546
XP_313395	1274295
XP_001688337	1272811
XP_001687806	1268694
XP_314471	1275239
XP_321095	1281156
XP_318596	1278942
XM_316502	1277071
XP_001237942	4578412
XP_313105	1274041
XM_310627	1271773
XP_306101	1267544
XM_003436022	1269302
EDO64732	5666987
EAA00981	1281547
EAA11660	1276723
XP_314179	1274977
Q7Q7F1	1276052
XP_314339	1275115
EAA44730	1274049
EAA04684	1270347
XP_318993	1279293
XP_312200	1273241
XP_001238353	4577803
XP_003437134	11175987
EAA14668	1279741
EAA10320	1275678
EAU75820	4577533
XM_001687963	5667088
XM_001231065	4576096
XP_310545	1271700
XM_316221	1276829
XP_319849	1280051
EAA05409	1270937
XM_001237149	4576740
XP_311863	1272938
XP_315869	1276511
EAA44921	1273446
XP_559772	1278533
XM_320934	1281337
XM_321148	1281209
EAU77094	4576830
XM_316966	1277500
EAA10845	1276804
EAA45317	1270939
XM_318228	1278610
XP_317480	1277962
XP_320387	1280537
XM_311925	1272992
XP_003437196	4576088
EGK96664	11175758
XM_314324	1275094
XP_003436277	1273088
XM_316618	1277174
EAA07511	1273654
EAA05972	1271559
XP_310472	1271623
XP_003436653	1269481
XM_563311	1273135
Q5TN14	1280538
EAA11709	1276678
EAU76838	1274953
EGK96477	1271942
XP_001237714	4576641
EDO63930	1277171
EAA44713	1273988
XM_307877	1269258
XM_321287	1281333
Q7QCI3	1273319
EAA08041	1273400
XP_003436506	11175773
EAA04772	1270281
EGK96900	11175966
XP_001238076	1279323
EAA05258	1270617
XM_315906	1276547
EGK97360	11175801
XM_557978	3291820
XM_313374	1274277
XP_001689152	1279218
XP_315228	1275938
EAA04674	1270126
XP_311917	1272985
EAA10073	1275410
XP_310341	1271526
Q7QEE2	1272282
XM_321122	1281184
EAA14775	1280002
EAA03980	1270231
Q7PH93	1274186
EAA12847	1277983
EAA07357	1272820
EAL38920	3291389
XM_319065	1279354
XP_003436444	11175928
XM_001230325	4397865
XP_316589	1277149
EGK97007	11176011
EAA06362	1271954
XM_003436737	11175850
XM_320325	1280479
XP_318458	1278821
EAA08231	1273100
XP_001688060	5666855
EGK96765	1273173
EAA11814	1276035
EGK97530	1281587
EAA04205	1269529
XP_310116	1271337
XM_001688333	5667481
XP_003437028	4575958
XP_001687888	1269649
EAA13640	1278782
EGK97477	11175650
XM_003435777	1281757
XM_001688562	5667313
XM_312891	1273865
XP_314810	1275554
XM_001688806	1276976
EAA14245	1279237
EDO63841	1276912
XM_001688884	1277220
XM_320776	1280906
XP_312035	1273089
XP_565432	3290233
XM_003436127	11176098
XM_309129	1270426
XM_319376	1279618
XM_309543	1270822
XM_001689182	5667852
XM_306101	1267544
XM_321700	1281746
EGK96524	11175860
EAA10069	1275625
EAA12730	1277540
EGK96851	1273390
XP_311130	1272246
EAU75929	4578081
XP_001689261	5667845
EAA11700	1276614
XM_560842	1268816
EDO64445	5668069
EDO63353	5667799
EAA11817	1276028
EAA09358	1274732
XP_309944	1271194
EAL42197	3292516
XP_565746	4576132
XP_319712	1279927
EAA43750	1278483
XM_001231148	1278763
XP_316622	1277178
Q7PR86	1273615
XP_001238119	4578374
EAU77567	4575961
XM_001238084	4578098
XP_001688122	5667276
XM_312298	1273332
EAA11484	1276688
XP_320799	1280926
XM_309205	1270503
EAA11463	1276207
EAA07534	1273413
XM_003436472	1274206
XP_311086	1272205
XP_313374	1274277
XM_001237594	4578122
EAA12394	1277797
XM_001238513	4576804
XM_306111	1267554
XM_003436556	11175917
EAA09917	1275286
XM_315672	1276337
EAA11874	1276574
EAA07565	1273046
XM_321971	1281981
XM_320729	1280861
XM_311354	1272405
XP_308182	1269540
XM_313932	1274741
XM_310522	1271664
XP_001237809	4576267
XP_317955	1278332
EDO64212	5667648
EAA08003	1273319
XP_001688127	5667282
EAA13983	1279533
EDO63605	5668197
EAA03397	1267439
XM_318001	1278416
XP_003435852	1281675
EAA04033	1269995
EAA12064	1277335
XP_001231095	4576567
Q7PF25	1270269
XP_314114	1274920
EAA04209	1270101
XP_322002	1282008
XM_318769	1279099
EDO63782	5667353
XM_321968	1281978
XM_317297	1277797
XP_003436773	11176112
EGK96190	1269296
XP_556492	3290062
EAA12470	1278226
XM_311438	1272525
XP_316246	1276848
XP_311673	1272765
EAL39883	3290018
XP_315466	1276156
EDO64796	5666866
EAA05235	1270676
XM_311616	1272726
EDO64041	5667355
XM_309404	1270685
XM_318732	1279063
EAA44432	1275228
XM_313021	1273965
XM_003436701	1274080
EGK97649	11176000
XP_003436162	1273390
XM_311513	1272561
Q7QHD8	1270783
EAA01764	1281751
XP_318800	1279129
XM_308187	1269545
XM_320589	1280727
XM_308253	1269610
XP_565361	3290245
XM_318213	4578408
Q5TTV1	3290644
XM_319006	1279305
XM_558608	1274917
XP_314526	1275288
EAA07863	1272905
XM_563971	1271003
XM_308678	1270022
XP_308019	1269385
EAL41713	4576783
XP_319424	1279659
XP_307903	1269282
EAA44503	1274742
EAL40460	1274767
XM_001687941	5667058
EAL39858	1276239
XP_003436424	1273910
Q5TWU2	5666890
XP_309564	1270842
XP_003436261	11176030
XP_001237821	4576732
EAA10235	1275490
XM_319574	1279801
XP_562866	1273778
EAA00176	1280523
XM_321348	1281437
XP_003435970	1281194
XM_554264	3291165
XP_003436353	1272945
EAL40682	3290988
XP_314729	1275482
EGK97195	1274690
XM_321853	1281883
EAA00926	1281391
EGK96465	1271866
XP_315370	1276065
XM_317815	1278342
XM_310315	1271509
XP_310207	1271420
XP_311766	1272848
XM_313106	1274042
EAA00534	1280626
EAA15140	1279868
XP_320481	1280623
XP_315183	1275898
EDO63705	5667366
XM_553421	3292014
EAA10055	1275459
XP_309988	1271231
XM_001688749	5667227
XP_313362	1274266
Q7PXU4	1281605
EAA10980	1276069
EAA09653	1275017
XM_001238167	4578189
XM_320523	1280662
EDO63521	5667177
EAA10732	1276368
XM_001688166	5667809
XP_307960	1269336
XP_321654	1281704
XP_319187	1279467
XM_308459	1269809
XM_001237335	4576168
XP_557488	3291047
XP_315475	1276165
XM_551287	1281644
XM_308028	1269394
EAU77707	4576468
XM_001230544	4397705
EGK96863	1273423
EAL41348	3290912
XP_321622	1281673
Q7PK35	1279218
XM_001688015	5666904
XP_312058	1273109
XP_308342	1269697
XM_001230835	4577333
XM_001688964	5668341
EAA08922	1274259
Q7QFX5	1271530
XP_001238478	4577272
XP_317210	1277724
EAA10439	1275747
EDO64180	5667599
XP_001237927	4578339
XM_001688606	1276109
EAA05765	1271300
XM_003436392	11175721
EAA12331	1277607
XP_311295	1272349
XM_001688579	5667188
XM_003436142	11175733
EAA10371	1275761
XP_001689151	5668091
Q7Q489	5668294
EGK97563	4577242
EDO64627	5666911
XM_319133	1279416
EAA12780	1278160
Q7QAA2	1274481
XP_309937	1271188
EGK96586	11175500
EGK97391	1281033
XM_001688654	5667393
EAA09898	1275240
XM_310830	1271968
XP_313452	1274345
XP_001688075	5666920
XP_321742	1281784
Q7QA80	1274528
XM_319708	1279923
XP_315750	1276407
EGK97019	1274068
XM_317488	1277970
XP_312449	1273471
XP_001238005	4577558
XP_001238109	4578226
XM_319921	1280116
XM_321506	5667484
EAA08811	1274248
XP_311858	1272933
EAL41795	3290369
XP_311333	1272385
XM_317460	1277944
XM_003436552	1271501
EDO64220	5667750
EAA44490	1279745
XM_001231018	4397748
XP_003435868	1281629
XM_320952	1281357
EAA09411	1274784
XP_318769	1279099
XM_001689043	1278480
XM_315661	1276328
XP_313256	1274174
EAL41690	3289814
EAL39479	3291342
XP_309517	1270796
EAA43419	1280181
EAA44833	1272927
EAL40620	3290884
EAA00102	1280803
XM_309542	1270821
XP_319406	1279642
XM_001689270	5667537
XM_312194	1273236
EAL39679	1277960
XM_553109	3291916
XM_307209	1268647
XP_003437073	4576002
XP_001688986	5668191
XP_001688173	5666836
XP_321303	1281395
XP_003436548	1274321
XP_311526	1272626
XM_307966	1269342
XP_562810	3290994
Q7PP88	1277101
XM_319208	1279484
EAL39938	4576539
XP_313981	1274780
XM_311494	1272585
XP_309483	1270763
EDO64582	5667032
XM_317556	1278029
EAA01315	1281673
XM_321572	1281627
XM_003437018	1272284
DAA01882	1276848
XM_313255	1274168
EAA11313	1277023
XM_313936	1274744
XM_309555	1270833
XP_321038	1281101
EAL39225	3292088
EGK96617	1272774
Q7QKR2	1269056
EDO63873	5667348
EAA13607	1278844
XP_311698	1272787
XM_321511	1281580
EAA14977	1280128
EAU76169	4577874
EAA43488	1279091
XM_003436644	11175717
EAA12662	1277552
EDO63897	5667278
EGK96427	1271709
XM_003436667	1273930
EAA05544	1271032
XP_554017	1279551
EAA11239	1276349
XP_564257	3291279
EAA04609	1269652
EAA08104	1272970
XP_318370	1278742
XM_319985	1280168
XP_001237175	1270398
Q7PN57	1278109
XM_320768	1280898
EAA03671	1269283
XP_321665	1281713
EAA14886	1279856
EAA03636	1269240
XM_316733	1277284
EAA43833	1277558
XM_001688988	5668204
XM_003436311	11176095
XM_003435962	11175933
XM_319134	1279417
XM_552892	3291870
XP_320428	1280575
XP_312997	1273943
XP_309529	1270808
XM_315466	1276156
EAA14722	1280163
XM_001687957	5667137
XM_001230707	4578317
XP_314347	1275122
XM_564748	3290384
XM_001237422	4577447
EAA01374	1281503
XM_564060	1271088
Q7QJY9	1269499
EAU77430	4577949
XP_554866	3291305
XP_317174	1277691
EAA01377	1281453
XP_317551	1278025
EAU75988	4578028
XM_001688911	5666769
XM_316270	1276869
EAA09962	1275276
XM_003435751	11175862
XP_319212	1279487
XM_308212	1269569
XP_556645	3290078
XM_322000	1282006
XM_319082	1279367
XM_317622	1278085
EAL42027	1269360
