mmu:106740	uncharacterized LOC106740
mmu:69054	1810007C17Rik; RIKEN cDNA 1810007C17 gene
mmu:78773	4930511E03Rik; RIKEN cDNA 4930511E03 gene
mmu:72259	1700030M09Rik; RIKEN cDNA 1700030M09 gene
mmu:75367	4930552N02Rik; RIKEN cDNA 4930552N02 gene
mmu:73606	1700120E14Rik; RIKEN cDNA 1700120E14 gene
mmu:70852	4921507L20Rik; RIKEN cDNA 4921507L20 gene
mmu:74517	7420700N18Rik; RIKEN cDNA 7420700N18 gene
mmu:78500	1700063D05Rik; RIKEN cDNA 1700063D05 gene
mmu:24082	Map2k3os, F3-1, Gm16516, Gtlf3a; mitogen-activated protein kinase kinase 3, opposite strand
mmu:381482	Gm1653; predicted gene 1653
mmu:100415916	Gm15997, OTTMUSG00000028862; predicted gene 15997
mmu:414066	cDNA Sequence BC037032
mmu:381347	4930412O13Rik, Gm10853; RIKEN cDNA 4930412O13 gene
mmu:70957	Stamos, 4921530L18Rik; signal transducing adaptor molecule (SH3 domain and ITAM motif) 1, opposite strand
mmu:73438	1700061F12Rik; RIKEN cDNA 1700061F12 gene
mmu:69771	1810019D21Rik; RIKEN cDNA 1810019D21 gene
mmu:327744	E130307A14Rik; RIKEN cDNA E130307A14 gene
mmu:399101	Snhg3, Rnu17d, U17HG; small nucleolar RNA host gene 3
mmu:320054	9230116N13Rik; RIKEN cDNA 9230116N13 gene
mmu:70970	4931419H13Rik; RIKEN cDNA 4931419H13 gene
mmu:100503019	Gm16551; predicted gene 16551
mmu:100038468	Gm10684; predicted gene 10684
mmu:17223	Mcpt-ps1, MMCP-(Y)1, Mmcpy1; mast cell protease, pseudogene 1
mmu:434510	Gm5627, EG434510; predicted gene 5627
mmu:70162	Hk1os, 2210417K05Rik; hexokinase 1, opposite strand
mmu:75927	Pitpnm2os1, 4930568K20Rik; phosphatidylinositol transfer protein, membrane-associated 2, opposite strand 1
mmu:100043636	AW496474; expressed sequence AI662270
mmu:194292	Gm5, Gm1812; predicted gene 5
mmu:72677	2810049E08Rik; RIKEN cDNA 2810049E08 gene
mmu:68314	Hnf4aos, 0610008F07Rik; hepatic nuclear factor 4 alpha, opposite strand
mmu:70858	4921511I17Rik; RIKEN cDNA 4921511I17 gene
mmu:69433	1700023F02Rik, AV205046; RIKEN cDNA 1700023F02 gene
mmu:100038713	Gm10432; predicted gene 10432
mmu:73076	3100003L05Rik; RIKEN cDNA 3100003L05 gene
mmu:100043189	Gm4285; predicted gene 4285
mmu:69320	1700007J10Rik, 4930573L17Rik; RIKEN cDNA 1700007J10 gene
mmu:74184	2310065F04Rik; RIKEN cDNA 2310065F04 gene
mmu:329271	C230024C17Rik; RIKEN cDNA C230024C17 gene
mmu:75149	4930539M17Rik; RIKEN cDNA 4930539M17 gene
mmu:74667	4930434J06Rik; RIKEN cDNA 4930434J06 gene
mmu:319572	C730027H18Rik; RIKEN cDNA C730027H18 gene
mmu:330902	Gm16853, 4930565O14; predicted gene, 16853
mmu:73887	4930417O22Rik; RIKEN cDNA 4930417O22 gene
mmu:100504399	C130021I20Rik; Riken cDNA C130021I20 gene
mmu:382221	Gm1141, Pasd1; predicted gene 1141
mmu:328657	Gm1968; predicted gene 1968
mmu:76024	Gm11346, 5830431A10Rik, AI447617, Gm11347, OTTMUSG00000000601, OTTMUSG00000000602; X-linked lymphocyte-regulated 5 pseudogene
mmu:319973	A630077J23Rik; RIKEN cDNA A630077J23 gene
mmu:69319	1700001K23Rik; RIKEN cDNA 1700001K23 gene
mmu:78365	Lhx1os, 1500016L03Rik, Lhx1as; LIM homeobox 1, opposite strand
mmu:66520	2610001J05Rik, C79299; RIKEN cDNA 2610001J05 gene
mmu:100504231	Gm15708, OTTMUSG00000025583; predicted gene 15708
mmu:75208	4930539C22Rik; RIKEN cDNA 4930539C22 gene
mmu:77022	2700099C18Rik, 9430041D22Rik; NDC80 homolog, kinetochore complex component pseudogene
mmu:269683	E130006D01Rik, Gm16018, Gm681, OTTMUSG00000029083; RIKEN cDNA E130006D01 gene
mmu:434412	Gm20745; predicted gene, 20745
mmu:193280	C030037D09Rik, 9330160M04; RIKEN cDNA C030037D09 gene
mmu:102636620	Gm15326, OTTMUSG00000020187; predicted gene 15326
mmu:104692	Gm12108, BB052462, OTTMUSG00000005365; predicted gene 12108
mmu:100504412	Kcnmb4os2, 4933400F03Rik; potassium large conductance calcium-activated channel, subfamily M, beta member 4, opposite strand 2
mmu:100042332	2810410L24Rik; RIKEN cDNA 2810410L24 gene
mmu:70003	1700028I16Rik; RIKEN cDNA 1700028I16 gene
mmu:73474	Snhg9, 1700072N11Rik; small nucleolar RNA host gene 9
mmu:329851	Gm12530, D730003B17, OTTMUSG00000007337; predicted gene 12530
mmu:67293	3110039M20Rik; RIKEN cDNA 3110039M20 gene
mmu:791307	Gm10248; predicted gene 10248
mmu:69812	Abhd11os, 2010001M06Rik, AI462243, Wbscr26, Wnscr26; abhydrolase domain containing 11, opposite strand
mmu:100270707	Gm14379, OTTMUSG00000016482; predicted gene 14379
mmu:100038371	Zfp389, OTTMUSG00000018077; zinc finger protein 389
mmu:72609	2700070H01Rik; RIKEN cDNA 2700070H01 gene
mmu:103175	D630029K05Rik, AI314111, AI875589; RIKEN cDNA D630029K05 gene
mmu:626275	A930012L18Rik; RIKEN cDNA A930012L18 gene
mmu:67086	1700020N18Rik; RIKEN cDNA 1700020N18 gene
mmu:107376	E330013P04Rik, 9930018I18Rik, AW492152; RIKEN cDNA E330013P04 gene
mmu:321014	4930473A02Rik; RIKEN cDNA 4930473A02 gene
mmu:100169878	Gm10941; predicted gene 10941
mmu:75084	4930511M06Rik; RIKEN cDNA 4930511M06 gene
mmu:73549	1700110I01Rik, 100040740, 1700016F01Rik, Gm2938; RIKEN cDNA 1700110I01 gene
mmu:69303	1700001G11Rik; RIKEN cDNA 1700001G11 gene
mmu:434064	Gm5577, EG434064; predicted gene 5577
mmu:74992	4930487H11Rik; RIKEN cDNA 4930487H11 gene
mmu:243373	AI182503, D630044C04; expressed sequence AI854703
mmu:100043424	Gm14005, OTTMUSG00000015351; predicted gene 14005
mmu:69460	1700028M03Rik; RIKEN cDNA 1700028M03 gene
mmu:100271841	Uckl1os, Gm16119, OTTMUSG00000030649; uridine-cytidine kinase 1-like 1, opposite strand
mmu:100502945	Gm19466; predicted gene, 19466
mmu:407793	cDNA sequence BC039966
mmu:70592	5730480H06Rik; RIKEN cDNA 5730480H06 gene
mmu:100503021	Gm19510; predicted gene, 19510
mmu:100038574	Gm10415; predicted gene 10415
mmu:100038659	Gm10872, Gm24562, Mirt2; predicted gene 10872
mmu:319556	A330041J22Rik; RIKEN cDNA A330041J22 gene
mmu:432939	Gm5468, 100040583, EG432939; predicted gene 5468
mmu:100134861	ChkbCpt1b, BC090627, Chkb-Cpt1b; Chkb-Cpt1b readthrough transcript (NMD candidate)
mmu:380674	Rdh18-ps, Rdh18; retinol dehydrogenase 18, pseudogene
mmu:73270	1700024F13Rik; RIKEN cDNA 1700024F13 gene
mmu:434555	Zscan4a, BQ559217; zinc finger and SCAN domain containing 4A
mmu:74076	4933406C10Rik; RIKEN cDNA 4933406C10 gene
mmu:76639	1700121N20Rik; RIKEN cDNA 1700121N20 gene
mmu:768252	Foxl2os; forkhead box L2, opposite strand
mmu:319803	A430090L17Rik; RIKEN cDNA A430090L17 gene
mmu:73515	Nell1os, 1700081H22Rik; NEL-like 1, opposite strand
mmu:78725	D730001G18Rik; RIKEN cDNA D730001G18 gene
mmu:320295	C920006O11Rik; RIKEN cDNA C920006O11 gene
mmu:100503636	1700123M08Rik, 1600025K15Rik; RIKEN cDNA 1700123M08 gene
mmu:330052	A930003O13Rik; RIKEN cDNA A930003O13 gene
mmu:100503816	Gm16548; predicted gene 16548
mmu:100502700	expressed sequence AV039307
mmu:791383	Gm9962; predicted gene 9962
mmu:69750	2410021H03Rik; RIKEN cDNA 2410021H03 gene
mmu:100503040	Gm19522; predicted gene, 19522
mmu:639769	Adh6-ps1, 1300002P07Rik, Adh5ps, Gm7277; alcohol dehydrogenase 6 (class V), pseudogene 1
mmu:100503498	Gm16675; predicted gene, 16675
mmu:73872	4930423M02Rik; RIKEN cDNA 4930423M02 gene
mmu:76676	5330411J11Rik; RIKEN cDNA 5330411J11 gene
mmu:105975	expressed sequence AU022754
mmu:57425	cDNA sequence U90926
mmu:70917	4921509O07Rik; RIKEN cDNA 4921509O07 gene
mmu:73183	5430402O13Rik, 3110047M22Rik; RIKEN cDNA 5430402O13 gene
mmu:100503962	Gm16701; predicted gene, 16701
mmu:75916	4930572K03Rik; RIKEN cDNA 4930572K03 gene
mmu:70626	5730522E02Rik; RIKEN cDNA 5730522E02 gene
mmu:75432	1700006F04Rik; RIKEN cDNA 1700006F04 gene
mmu:71654	4930518P08Rik; RIKEN cDNA 4930518P08 gene
mmu:790912	Rab11fip4os1, Gm11202, OTTMUSG00000000185; RAB11 family interacting protein 4 (class II), opposite strand 1
mmu:791417	Gm14164, OTTMUSG00000015846; predicted gene 14164
mmu:67522	1700097N02Rik; RIKEN cDNA 1700097N02 gene
mmu:71232	4933429K18Rik; RIKEN cDNA 4933429K18 gene
mmu:69311	1700008K24Rik; RIKEN cDNA 1700008K24 gene
mmu:69986	1700025N23Rik; RIKEN cDNA 1700025N23 gene
mmu:72340	2010009K17Rik; RIKEN cDNA 2010009K17 gene
mmu:74489	5430421F17Rik; RIKEN cDNA 5430421F17 gene
mmu:321018	Serpina4-ps1, KALps, Klst; serine (or cysteine) peptidase inhibitor, clade A, member 4, pseudogene 1
mmu:69797	1600029I14Rik; RIKEN cDNA 1600029I14 gene
mmu:69443	1700027J07Rik; RIKEN cDNA 1700027J07 gene
mmu:69631	Plet1os, 2310014F07Rik; placenta expressed transcript 1, opposite strand
mmu:433966	5730422E09Rik; RIKEN cDNA 5730422E09 gene
mmu:76392	Slfn5os, 1700003F17Rik; schlafen 5, opposite strand
mmu:626693	Gm15713, OTTMUSG00000025617; predicted gene 15713
mmu:320977	A330023F24Rik, C030002C11Rik; RIKEN cDNA A330023F24 gene
mmu:353504	Dio3os, AW556460, Dio3as; deiodinase, iodothyronine type III, opposite strand
mmu:100873094	Rubie; RNA upstream of Bmp4 expressed in inner ear
mmu:74458	4933425B07Rik; RIKEN cDNA 4933425B07 gene
mmu:77490	E130218I03Rik, E130106C14Rik; RIKEN cDNA E130218I03 gene
mmu:100504561	9230112J17Rik; RIKEN cDNA 9230112J17 gene
mmu:100503872	Hotair, Gm16258, OTTMUSG00000032781; HOX transcript antisense RNA (non-protein coding)
mmu:73303	Bcas1os2, 1700040N02Rik; breast carcinoma amplified sequence 1, opposite strand 2
mmu:71647	4930447N08Rik; RIKEN cDNA 4930447N08 gene
mmu:74456	4933424G05Rik; RIKEN cDNA 4933424G05 gene
mmu:15016	H2-Q5, H-2Q5, Qa-5, Qa5, Qat-5; histocompatibility 2, Q region locus 5
mmu:74529	8430422H06Rik; RIKEN cDNA 8430422H06 gene
mmu:622229	Gm6300, EG622229; solute carrier family 7 (cationic amino acid transporter, y+ system), member pseudogene
mmu:75946	4930583P06Rik; RIKEN cDNA 4930583P06 gene
mmu:67360	1700095B10Rik; RIKEN cDNA 1700095B10 gene
mmu:13996	Etohd2, AW491659; ethanol decreased 2
mmu:72647	2700089I24Rik; RIKEN cDNA 2700089I24 gene
mmu:68994	1500015L24Rik; RIKEN cDNA 1500015L24 gene
mmu:66263	1810014B01Rik; RIKEN cDNA 1810014B01 gene
mmu:72218	Rab11fip4os2, 1700020F10Rik, 4930542H20Rik, Rab11fib4os2; RAB11 family interacting protein 4 (class II), opposite strand 2
mmu:71122	4933408N05Rik; RIKEN cDNA 4933408N05 gene
mmu:71818	3200001D21Rik; RIKEN cDNA 3200001D21 gene
mmu:71637	4930413F20Rik; RIKEN cDNA 4930413F20 gene
mmu:71174	4933416M06Rik; RIKEN cDNA 4933416M06 gene
mmu:72257	1700006H21Rik; RIKEN cDNA 1700006H21 gene
mmu:69964	2810403D21Rik, 1810022M18Rik, 4632410B05Rik, AU017716; RIKEN cDNA 2810403D21 gene
mmu:73584	1700100L14Rik; RIKEN cDNA 1700100L14 gene
mmu:72628	Hoxaas3, 2700086A05Rik; Hoxa cluster antisense RNA 3
mmu:76798	Srrm4os, 2410137F16Rik; serine/arginine repetitive matrix 4, opposite strand
mmu:73824	Snhg6, 1110008H02Rik; small nucleolar RNA host gene 6
mmu:75930	4930567H12Rik, 4930579P07Rik; RIKEN cDNA 4930567H12 gene
mmu:73600	1700120C14Rik; RIKEN cDNA 1700120C14 gene
mmu:77779	A930007I19Rik; RIKEN cDNA A930007I19 gene
mmu:74916	1700066O22Rik, 4930500F21Rik, 4930515O13Rik, 4930542C11Rik; RIKEN cDNA 1700066O22 gene
mmu:77994	Mir99ahg, 2810055G20Rik, D730043B02Rik; Mir99a and Mirlet7c-1 host gene (non-protein coding)
mmu:75479	1700012D14Rik; RIKEN cDNA 1700012D14 gene
mmu:74476	4933439C10Rik, 2610028M21Rik; RIKEN cDNA 4933439C10 gene
mmu:74305	1700111N16Rik; RIKEN cDNA 1700111N16 gene
mmu:77810	A930015D03Rik; RIKEN cDNA A930015D03 gene
mmu:78403	2900041M22Rik; RIKEN cDNA 2900041M22 gene
mmu:78668	E130112N10Rik, 5830448L21Rik, 9530059J11Rik; RIKEN cDNA E130112N10 gene
mmu:319684	5031425F14Rik; RIKEN cDNA 5031425F14 gene
mmu:320845	A230056P14Rik, OTTMUSG00000027345; RIKEN cDNA A230056P14 gene
mmu:319960	4930513N10Rik; RIKEN cDNA 4930513N10 gene
mmu:320684	9630028H03Rik; RIKEN cDNA 9630028H03 gene
mmu:320189	9430076C15Rik; RIKEN cDNA 9430076C15 gene
mmu:319830	1500004A13Rik, 5430404N14Rik, BB132176; RIKEN cDNA 1500004A13 gene
mmu:319983	9330111N05Rik; RIKEN cDNA 9330111N05 gene
mmu:319727	A330035P11Rik; RIKEN cDNA A330035P11 gene
mmu:319616	5930412G12Rik; RIKEN cDNA 5930412G12 gene
mmu:70371	1700026D11Rik; RIKEN cDNA 1700026D11 gene
mmu:320203	C130071C03Rik, 2810449C10Rik; RIKEN cDNA C130071C03 gene
mmu:320088	C030034L19Rik, A130044O20Rik; RIKEN cDNA C030034L19 gene
mmu:320377	9330175E14Rik, A630085K21; RIKEN cDNA 9330175E14 gene
mmu:319859	E030011O05Rik; RIKEN cDNA E030011O05 gene
mmu:414081	5330413P13Rik; RIKEN cDNA 5330413P13 gene
mmu:320046	F730043M19Rik; RIKEN cDNA F730043M19 gene
mmu:330164	C130026L21Rik; RIKEN cDNA C130026L21 gene
mmu:399570	Kank4os, A730085A09Rik; KN motif and ankyrin repeat domains 4, opposite strand
mmu:319893	A230057D06Rik; RIKEN cDNA A230057D06 gene
mmu:330385	9530026P05Rik, B430306B02; RIKEN cDNA 9530026P05 gene
mmu:331547	A230072E10Rik, C130073P14, Gm15139, OTTMUSG00000019231; RIKEN cDNA A230072E10 gene
mmu:319216	4932441J04Rik; RIKEN cDNA 4932441J04 gene
mmu:319894	E330017L17Rik; RIKEN cDNA E330017L17 gene
mmu:319336	C130036L24Rik; RIKEN cDNA C130036L24 gene
mmu:414108	9230114K14Rik; RIKEN cDNA 9230114K14 gene
mmu:629206	Gm20758; predicted gene, 20758
mmu:74995	4930502E09Rik; RIKEN cDNA 4930502E09 gene
mmu:320893	6430562O15Rik; RIKEN cDNA 6430562O15 gene
mmu:606736	C920009B18Rik; RIKEN cDNA C920009B18 gene
mmu:100313531	Nkx2-2os, Gm14112, Nkx2-2as, Nkx2.2AS, OTTMUSG00000015691; NK2 homeobox 2, opposite strand
mmu:677044	Gm10653; ribsomal protein S2 pseudogene
mmu:100415915	A530072M11Rik; RIKEN cDNA gene A530072M11
mmu:665205	Gm14327, OTTMUSG00000016328; predicted gene 14327
mmu:432855	Zfhx2os, Zfhx2as; zinc finger homeobox 2, opposite strand
mmu:100529079	5830418P13Rik; RIKEN cDNA 5830418P13 gene
mmu:75166	4930533B01Rik; RIKEN cDNA 4930533B01 gene
mmu:381715	4930572O03Rik; spermatogenesis associated glutamate (E)-rich protein pseudogene
mmu:654804	4732471J01Rik; RIKEN cDNA 4732471J01 gene
mmu:69739	2410004I01Rik; RIKEN cDNA 2410004I01 gene
mmu:100504525	Gm20268; predicted gene, 20268
mmu:100861861	Gm21276; predicted gene, 21276
mmu:100042198	Gm3716, Gm1683; predicted gene 3716
mmu:75443	1700011M02Rik; RIKEN cDNA 1700011M02 gene
mmu:73591	1700109I08Rik; RIKEN cDNA 1700109I08 gene
mmu:78443	A930041C12Rik; RIKEN cDNA A930041C12 gene
mmu:407809	cDNA sequence BC055402
mmu:72243	1700012D01Rik; RIKEN cDNA 1700012D01 gene
mmu:627782	Gm6787, EG627782; proteasome (prosome, macropain) subunit, beta type 7 pseudogene
mmu:242914	Gm4961, EG242914, Gm19623, Kif2c; kinesin superfamily protein 2C pseudogene
mmu:229613	6330549D23Rik; RIKEN cDNA 6330549D23 gene
mmu:74688	4930453L07Rik; RIKEN cDNA 4930453L07 gene
mmu:211496	4932415M13Rik; RIKEN cDNA 4932415M13 gene
mmu:73553	1700091H14Rik, 100041930, Gm3578; RIKEN cDNA 1700091H14 gene
mmu:193217	cDNA sequence BC018473
mmu:75060	4930506C21Rik; RIKEN cDNA 4930506C21 gene
mmu:19296	Pvt1, Gt(pU21)84Imeg, Mis-1, Mlvi-1, Pvt-1; plasmacytoma variant translocation 1
mmu:237887	Slfn10-ps, Slfn10, mFLJ00257; schlafen 10, pseudogene
mmu:100151693	Gm10364, EG545052; glyceraldehyde-3-phosphate dehydrogenase pseudogene
mmu:328734	Pisd-ps2, D030013I16Rik; phosphatidylserine decarboxylase, pseudogene 2
mmu:724020	Klrb1-ps1, Nkrp1e; killer cell lectin-like receptor subfamily B member 1, pseudogene 1
mmu:52285	D6Ertd474e, 1700001I24Rik, AU023129; DNA segment, Chr 6, ERATO Doi 474, expressed
mmu:52480	Snhg14, AU018661, D7Ertd715e, Lncat; small nucleolar RNA host gene 14
mmu:664793	Zp4-ps, EG664793, Zp4, Zpb; zona pellucida glycoprotein 4, pseudogene
mmu:66236	1500011B03Rik, AI415201, AV141149, AW556386; RIKEN cDNA 1500011B03 gene
mmu:66293	1810032O08Rik; RIKEN cDNA 1810032O08 gene
mmu:67637	4930470P17Rik; RIKEN cDNA 4930470P17 gene
mmu:66297	Pantr1, 2610017I09Rik, Pou3f3os, linc-Brn1a; POU domain, class 3, transcription factor 3 adjacent noncoding transcript 1
mmu:80515	Chd3os, 2310043C11Rik, A030009H04Rik, AA589459, AB041807, MNCb-2875, RNF21; chromodomain helicase DNA binding protein 3, opposite strand
mmu:66457	2810002D19Rik; RIKEN cDNA 2810002D19 gene
mmu:66779	4933432I09Rik; RIKEN cDNA 4933432I09 gene
mmu:67330	1700047M11Rik; RIKEN cDNA 1700047M11 gene
mmu:67654	4930558C23Rik; RIKEN cDNA 4930558C23 gene
mmu:67705	1810058I24Rik, AI414869, AI848234; RIKEN cDNA 1810058I24 gene
mmu:67723	Cep83os, 4932415G12Rik, Ccdc41os1; centrosomal protein 83, opposite strand
mmu:67745	4930583K01Rik; RIKEN cDNA 4930583K01 gene
mmu:67791	6530411M01Rik; RIKEN cDNA 6530411M01 gene
mmu:67765	5830432E09Rik; RIKEN cDNA 5830432E09 gene
mmu:67885	1500011K16Rik; RIKEN cDNA 1500011K16 gene
mmu:67927	1700096J18Rik; RIKEN cDNA 1700096J18 gene
mmu:73272	1700108F19Rik, 1700020I02Rik, BB065030; RIKEN cDNA 1700108F19 gene
mmu:68162	A930003A15Rik, AI853191; RIKEN cDNA A930003A15 gene
mmu:73516	1700086O06Rik; RIKEN cDNA 1700086O06 gene
mmu:73870	4930417O13Rik; RIKEN cDNA 4930417O13 gene
mmu:74403	4933400F21Rik, 1700091C04Rik, 4930565K10Rik; RIKEN cDNA 4933400F21 gene
mmu:68245	1700108J01Rik; RIKEN cDNA 1700108J01 gene
mmu:68355	2010204K13Rik, 0610010M13Rik, Cip7; RIKEN cDNA 2010204K13 gene
mmu:68531	1110020A21Rik, 2600015P10Rik; RIKEN cDNA 1110020A21 gene
mmu:74966	4930471G03Rik, 1700007N01Rik; RIKEN cDNA 4930471G03 gene
mmu:68763	1110038B12Rik, 0610009C20Rik, 0910001G04Rik; RIKEN cDNA 1110038B12 gene
mmu:75188	1700009J07Rik, 4930535B06Rik; RIKEN cDNA 1700009J07 gene
mmu:68789	Trmt61b, 1110039F03Rik, 623451, Gm6431; tRNA methyltransferase 61B
mmu:97775	D930048N14Rik, AI315703, R75254; RIKEN cDNA D930048N14 gene
mmu:67692	1700020N01Rik; RIKEN cDNA 1700020N01 gene
mmu:70448	Atad3aos, 2610204G22Rik; ATPase family, AAA domain containing 3A, opposite strand
mmu:68271	Zfp85os, 4930441O14Rik; zinc finger protein 85, opposite strand
mmu:114673	4930433N12Rik; RIKEN cDNA 4930433N12 gene
mmu:56802	Nespas, Gnas-as, Nespos; neuroendocrine secretory protein antisense
mmu:68178	Cgnl1, 4933421H10Rik, 9930020M10Rik, AI503810, Jacop; cingulin-like 1
mmu:14972	H2-K1, H-2K, H-2K(d), H2-K, K-f; histocompatibility 2, K1, K region; K06751 major histocompatibility complex, class I
mmu:71342	5430434I15Rik; RIKEN cDNA 5430434I15 gene
mmu:666048	Trabd2b, Gm12824, Hkat, OTTMUSG00000008561; TraB domain containing 2B
mmu:16529	Kcnk5, KCNK5b, TASK-2; potassium channel, subfamily K, member 5; K04916 potassium channel subfamily K member 5
mmu:30963	Hacd1, Ptpla; 3-hydroxyacyl-CoA dehydratase 1 (EC:4.2.1.134)
mmu:68190	5330426P16Rik, Dum; RIKEN cDNA 5330426P16 gene
mmu:74038	Brip1os, 4632419I22Rik; BRCA1 interacting protein C-terminal helicase 1, opposite strand
mmu:380921	Dgkh, 5930402B05Rik, D130015C16, DGK; diacylglycerol kinase, eta (EC:2.7.1.107); K00901 diacylglycerol kinase (ATP) [EC:2.7.1.107]
mmu:28040	D6Wsu163e, C12orf4; DNA segment, Chr 6, Wayne State University 163, expressed
mmu:19057	Ppp3cc, Calnc, PP2BA_gamma; protein phosphatase 3, catalytic subunit, gamma isoform (EC:3.1.3.16); K04348 serine/threonine-protein phosphatase 2B catalytic subunit [EC:3.1.3.16]
mmu:19345	Rab5c, AI326010, Rabl; RAB5C, member RAS oncogene family; K07889 Ras-related protein Rab-5C
mmu:320277	Spef2, C230086A09Rik; sperm flagellar 2
mmu:107652	Uap1, AA420407, AA437972, AGX-1, AGX-2, AGX1, AgX, ESTM38, SPAG2; UDP-N-acetylglucosamine pyrophosphorylase 1 (EC:2.7.7.23 2.7.7.83); K00972 UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]
mmu:76407	Sun5, 1700021O15Rik, SPAG4L-2, SRG4, Spag4l; Sad1 and UNC84 domain containing 5
mmu:75469	Spata19, 1700001L23Rik, AV047838, spergen-1; spermatogenesis associated 19
mmu:73435	Tex35, 1700057K13Rik; testis expressed 35
mmu:74034	4632404H12Rik; RIKEN cDNA 4632404H12 gene
mmu:432615	Gm11733, OTTMUSG00000003802; predicted gene 11733
mmu:245305	B230307C23Rik, EG245305, OTTMUSG00000028475; RIKEN cDNA B230307C23 gene
mmu:100504263	Gm6182, 2210418O10Rik; predicted gene 6182
mmu:100384868	Gm37013, Pcdha4-g; predicted gene, 37013; K16493 protocadherin alpha
mmu:70757	Hacd2, 6330408J20Rik, AI255777, AI481689, Hcad2, Ptplb; 3-hydroxyacyl-CoA dehydratase 2 (EC:4.2.1.134); K10703 very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]
mmu:66775	Hacd4, 4933428I03Rik, Hcad4, Ptplad2; 3-hydroxyacyl-CoA dehydratase 4 (EC:4.2.1.134); K10703 very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]
mmu:100216474	Ttll2, EG625850; tubulin tyrosine ligase-like family, member 2; K16600 tubulin polyglutamylase TTLL2 [EC:6.-.-.-]
mmu:57874	Hacd3, 4930523M17Rik, AW742319, B-ind1, Hcad3, Hspc121, Ptplad1; 3-hydroxyacyl-CoA dehydratase 3 (EC:4.2.1.134); K10703 very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]
mmu:625850	Gm11166; predicted gene 11166
mmu:109620	Dsp, 2300002E22Rik, 5730453H04Rik, AA407887, AA407888, AW109828, DP, rul; desmoplakin; K10381 desmoplakin
mmu:72997	Kantr, 2810454L23Rik, 2900056M20Rik, Spasm; Kdm5c adjacent non-coding transcript
mmu:102639598	Gm14296; predicted gene 14296
mmu:102631730	4930512M02Rik; RIKEN cDNA 4930512M02 gene
mmu:18613	Pecam1, C85791, Cd31, PECAM-1, Pecam; platelet/endothelial cell adhesion molecule 1; K06471 platelet/endothelial cell adhesion molecule
mmu:54219	Cd320, 425O18-1, 8D6, D17Ertd716e, NG29, TCblR, VLDL; CD320 antigen; K06734 CD320 antigen
mmu:233765	Plekha7, A430081P20Rik, AI414265; pleckstrin homology domain containing, family A member 7
mmu:211039	cDNA sequence BC016548
mmu:14955	H19, AI747191; H19, imprinted maternally expressed transcript
mmu:12753	Clock, 5330400M04Rik, KAT13D; circadian locomotor output cycles kaput (EC:2.3.1.48); K02223 circadian locomoter output cycles kaput protein [EC:2.3.1.48]
mmu:11450	Adipoq, 30kDa, APN, Acdc, Acrp30, Ad, GBP28, adipo, apM1; adiponectin, C1Q and collagen domain containing; K07296 adiponectin
mmu:22135	Tgoln2, TGN38B, TGN41, TGN46, Ttgn2; trans-golgi network protein 2
mmu:75076	4930504C09Rik; RIKEN cDNA 4930504C09 gene
mmu:13505	Dsc1, 1110020A10Rik, AI507491, Dsc1a, Dsc1b; desmocollin 1; K07600 desmocollin 1
mmu:218543	Srek1, 8430401B01, AI450757, AI462342, SRrp508, SRrp86, Sfrs12, Srsf12; splicing regulatory glutamine/lysine-rich protein 1; K13165 splicing factor, arginine/serine-rich 12
mmu:15404	Hoxa7, AV118143, Hox-1.1, M6; homeobox A7; K09307 homeobox protein HoxA/B7
mmu:225929	Patl1, AV312086, Pat1b; protein associated with topoisomerase II homolog 1 (yeast); K12617 DNA topoisomerase 2-associated protein PAT1
mmu:402734	C730036E19Rik, lncLSTR; RIKEN cDNA C730036E19 gene
mmu:75877	4930591E09Rik; RIKEN cDNA 4930591E09 gene
mmu:50912	Exosc10, PM-Scl, PM/Scl-100, Pmscl2, RRP6, p2, p3, p4; exosome component 10; K12591 exosome complex exonuclease RRP6 [EC:3.1.13.-]
mmu:20447	St6galnac3, Siat7c; ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 (EC:2.4.99.7); K03373 N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7C) [EC:2.4.99.-]
mmu:215008	Vezt, A630071D13Rik, AI848282; vezatin, adherens junctions transmembrane protein
mmu:319262	Fchsd1, A030002D08Rik; FCH and double SH3 domains 1
mmu:110956	D17H6S56E-5, G7e; DNA segment, Chr 17, human D6S56E 5
mmu:11568	Aebp1, ACLP; AE binding protein 1
mmu:12427	Ccna1; cyclin A1; K06627 cyclin A
mmu:75799	4930444P10Rik; RIKEN cDNA 4930444P10 gene
mmu:57751	Rnf25, 0610009H16Rik, AO7; ring finger protein 25; K10640 E3 ubiquitin-protein ligase RNF25 [EC:2.3.2.27]
mmu:227298	Fam134a; family with sequence similarity 134, member A
mmu:76843	Dtl, 2810047L02Rik, 5730564G15Rik, Ramp; denticleless homolog (Drosophila); K11790 denticleless
